,Unnamed: 0,Title,Star_1,Star_2,Star_3,Star_4,Genre_1,Genre_2,Genre_3,Release Year,IMDb Rating,Director_Name,Runtime,imageURL,combined_features
148,247,Duckman: Private Dick/Family Man,Jason Alexander, Gregg Berger, Nancy Travis,unknown,Animation, Adventure, Comedy,1994,7.7,unknown,30,https://m.media-amazon.com/images/M/MV5BZjNiMzA0ZDAtZjVkYS00NzMwLTk1ZjItZGI2YTI2NzEyMzdhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,Jason Alexander  Gregg Berger  Nancy Travis unknown unknown
149,251,Happy Days,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BMzEzOGJhZGEtODA0Zi00NTZiLTkwYjgtNmVmZjk4MjBjNjdiXkEyXkFqcGdeQXVyNzY5MTE3OTQ@._V1_.jpg,unknown unknown unknown unknown unknown
153,254,Those Happy Days,Jean-Paul Rouve, Marilou Berry, Omar Sy, Lannick Gautry,Comedy, Family,unknown,2006,7.4,Olivier Nakache,103,,Jean-Paul Rouve  Marilou Berry  Omar Sy  Lannick Gautry Olivier Nakache
154,258,King of Kotha,Dulquer Salmaan, Aishwarya Lekshmi, Shabeer Kallarakkal, Prasanna,Action, Drama, Crime,2023,7,Abhilash Joshiy,176,https://m.media-amazon.com/images/M/MV5BYzI3ZGEzM2EtNmU3ZC00YTE2LTg4ZDctMjcxNjliOTBlYjkyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Dulquer Salmaan  Aishwarya Lekshmi  Shabeer Kallarakkal  Prasanna Abhilash Joshiy
155,259,Kotha Kothaga,Ajay Aman, Virti Vaghani, Pavan Tej Konidela, Lavanya Reddy,Romance, Family, Drama,2022,0,Hanumaan Vasamsetty,120,https://m.media-amazon.com/images/M/MV5BM2UzNmZjMDQtNmRkZC00YjM1LTkzZjYtMDY3M2ZiOGY0ZmNhXkEyXkFqcGdeQXVyMTQ5MTE1NDg1._V1_.jpg,Ajay Aman  Virti Vaghani  Pavan Tej Konidela  Lavanya Reddy Hanumaan Vasamsetty
156,260,Kotha Bangaru Lokam,Varun Sandesh, Shweta Basu Prasad, Prakash Raj, Jayasudha,Family, Drama, Romance,2008,6.3,Srikanth Addala,157,https://m.media-amazon.com/images/M/MV5BN2FlYmM2ZWItMWZkMS00ODc3LTkyMjctOTVkZWUwMjI1M2E1XkEyXkFqcGdeQXVyNjE2NTgxOTE@._V1_.jpg,Varun Sandesh  Shweta Basu Prasad  Prakash Raj  Jayasudha Srikanth Addala
157,266,Chirutha,Ram Charan, Neha Sharma, Brahmanandam, Prakash Raj,Action, Romance,unknown,2007,3.8,Puri Jagannath,144,https://m.media-amazon.com/images/M/MV5BMTA5YzU5MTYtMzA3Yy00NGVjLTg5ZTctNmM3OWQyMjFkOTc3XkEyXkFqcGdeQXVyMTcyNDY1NDgw._V1_.jpg,Ram Charan  Neha Sharma  Brahmanandam  Prakash Raj Puri Jagannath
159,268,Miruthan,Jayam Ravi, Lakshmi Menon, Anikha Surendran, Kaali Venkat,Action, Romance, Thriller,2016,5.7,Shakti Soundar Rajan,106,https://m.media-amazon.com/images/M/MV5BNjNiMzM1Y2QtZTQxZi00YTI0LWE0Y2EtN2NmYWJmOWUzNjFkXkEyXkFqcGdeQXVyMTYyNjAzOTUx._V1_.jpg,Jayam Ravi  Lakshmi Menon  Anikha Surendran  Kaali Venkat Shakti Soundar Rajan
160,271,Businessman,Mahesh Babu, Kajal Agarwal, Prakash Raj, Ayesha Shiva,Action, Crime,unknown,2012,6.7,Puri Jagannath,133,https://i.indiglamour.com/photogallery/telugu/movies/2012/Jan13/Businessman/normal/Businessman_25515.jpg,Mahesh Babu  Kajal Agarwal  Prakash Raj  Ayesha Shiva Puri Jagannath
161,272,The Businessman,Jeff Knite, Mike Benz, Havoc, T.S.,Thriller,unknown,unknown,2014,7.1,Ivan Baltos,60,https://m.media-amazon.com/images/M/MV5BMTAyNzI4NDc2NzVeQTJeQWpwZ15BbWU4MDUzNDQzMjEx._V1_.jpg,Jeff Knite  Mike Benz  Havoc  T.S. Ivan Baltos
165,276,Seethamma Vakitlo Sirimalle Chettu,Venkatesh, Mahesh Babu, Anjali, Samantha Ruth Prabhu,Family, Drama, Comedy,2013,5.9,Vinod Lingala,159,https://i.pinimg.com/736x/4b/d7/3a/4bd73a020d08c2ede8dc006ce8b230c0.jpg,Venkatesh  Mahesh Babu  Anjali  Samantha Ruth Prabhu Vinod Lingala
166,277,Bharat Ane Nenu,Mahesh Babu, Kiara Advani, Prakash Raj, R. Sarathkumar,Drama, Action, Thriller,2018,6.6,Koratala Siva,173,https://m.media-amazon.com/images/M/MV5BN2U4ODE0YWItZGQ0MC00Y2NiLTkyMzAtYzlmZjk4NWI4MDRiXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_.jpg,Mahesh Babu  Kiara Advani  Prakash Raj  R. Sarathkumar Koratala Siva
167,280,The Mahabharata,Vittorio Mezzogiorno, Bruce Myers, Miriam Goldschmidt, Robert Langdon Lloyd,Drama, War,unknown,1990,7,Peter Brook,318,,Vittorio Mezzogiorno  Bruce Myers  Miriam Goldschmidt  Robert Langdon Lloyd Peter Brook
168,282,Bro Daddy,Mohanlal, Prithviraj Sukumaran, Kalyani Priyadarshan, Meena,Family, Drama, Comedy,2022,6.583,Prithviraj Sukumaran,159,https://m.media-amazon.com/images/M/MV5BY2Q2YWM3YjgtNzcyNy00MjczLWJiZGUtOWY5MDFhYmRiMDU3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Mohanlal  Prithviraj Sukumaran  Kalyani Priyadarshan  Meena Prithviraj Sukumaran
169,289,Hridayam,Pranav Mohanlal, Darshana Rajendran, Kalyani Priyadarshan, Aswath Lal,Romance, Drama,unknown,2022,6.8,Vineeth Sreenivasan,172,https://m.media-amazon.com/images/M/MV5BZTgxY2MxZGItY2Q4Ny00NTRlLTg2MWEtYTY3Y2ZiMzAxMGU4XkEyXkFqcGdeQXVyNTA2MzMwMjA@._V1_.jpg,Pranav Mohanlal  Darshana Rajendran  Kalyani Priyadarshan  Aswath Lal Vineeth Sreenivasan
170,291,Hidayah,Ajil Ditto, Givina Lukita, Fanny Ghassani, Alif Joerg,Horror,unknown,unknown,2023,6,Monty Tiwa,92,https://m.media-amazon.com/images/M/MV5BYzFjYTc3MTQtODdmZS00ODdlLWIzMmUtOWM5YTZjOTA4ODZkXkEyXkFqcGdeQXVyNzY4NDQzNTg@._V1_.jpg,Ajil Ditto  Givina Lukita  Fanny Ghassani  Alif Joerg Monty Tiwa
171,296,Friday After Next,Ice Cube, Mike Epps, John Witherspoon, K.D. Aubert,Comedy, Action, Drama,2002,6.3,Marcus Raboy,85,https://m.media-amazon.com/images/M/MV5BYTE2MmFmZTgtY2RhNC00MTE4LWExZjQtMmQ4NDIxNTg1YzI4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,Ice Cube  Mike Epps  John Witherspoon  K.D. Aubert Marcus Raboy
172,297,"Hello, Dolly!",Barbra Streisand, Walter Matthau, Michael Crawford, Marianne McAndrew,Comedy, Romance, Music,1969,6.925,Gene Kelly,149,https://m.media-amazon.com/images/M/MV5BODJmZmFiNzQtMDJiYS00ZTgzLTljZGMtNjEzNzM4NmEyYjNiXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,Barbra Streisand  Walter Matthau  Michael Crawford  Marianne McAndrew Gene Kelly
173,299,Hello Ladies,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BNjYxMjI3MzY3NF5BMl5BanBnXkFtZTgwMTgyNzg3MDE@._V1_.jpg,unknown unknown unknown unknown unknown
174,300,Hello Mary Lou: Prom Night II,Michael Ironside, Wendy Lyon, Louis Ferreira, Lisa Schrage,Horror, Thriller,unknown,1987,5.8,Bruce Pittman,97,https://m.media-amazon.com/images/M/MV5BZGFmZjQ0ZTYtNjNkOC00OTAxLTlmMWMtNThmMWRkMTcyODY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Michael Ironside  Wendy Lyon  Louis Ferreira  Lisa Schrage Bruce Pittman
175,302,"Hello, Goodbye, and Everything in Between",Talia Ryder, Jordan Fisher, Ayo Edebiri, Nico Hiraga,Romance, Drama, Comedy,2022,6.222,Mellanie Siteman,83,https://m.media-amazon.com/images/M/MV5BYjZiNGZlZWQtYjg1Ny00ZjE2LWE5ZjEtYzRjMmQzOWZhMmFmXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,Talia Ryder  Jordan Fisher  Ayo Edebiri  Nico Hiraga Mellanie Siteman
176,303,Hello Again,Shelley Long, Judith Ivey, Gabriel Byrne, Corbin Bernsen,Fantasy, Drama, Comedy,1987,5.7,Frank Perry,96,https://m.media-amazon.com/images/M/MV5BNDljODVmZGYtZWZkNS00NmFmLTk1OGMtNGU4YmFjNDYxZDk2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,Shelley Long  Judith Ivey  Gabriel Byrne  Corbin Bernsen Frank Perry
177,304,Hello I Must Be Going,Melanie Lynskey, Blythe Danner, John Rubinstein, Sara Chase,Drama, Comedy, Romance,2012,6,Todd Louiso,95,https://m.media-amazon.com/images/M/MV5BZDI0MjQ1M2ItMTRiNS00MTE0LTliMGQtODhmZjMwODNlZTI1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,Melanie Lynskey  Blythe Danner  John Rubinstein  Sara Chase Todd Louiso
178,305,Ye Maaya Chesave,Naga Chaitanya Akkineni, Samantha Ruth Prabhu, Krishnudu, Sapan Saran,Romance, Drama,unknown,2010,6.6,Gautham Vasudev Menon,162,https://m.media-amazon.com/images/M/MV5BMjAxODM3NTQtNTBlNS00ZmEwLTllNDgtZjg3MjlkYWJhMmZjXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,Naga Chaitanya Akkineni  Samantha Ruth Prabhu  Krishnudu  Sapan Saran Gautham Vasudev Menon
179,308,Maaya,Nandini Rai, Harshvardhan Rane, Avantika Mishra, Sushma Raj,Thriller,unknown,unknown,2021,6,G. Neelakanta Reddy,47,https://m.media-amazon.com/images/M/MV5BNmQ3YzUwZjYtN2E4Yy00YTZjLTk1ODEtNzUyZWI5MTkxYjY1XkEyXkFqcGdeQXVyNzExNjE3NDg@._V1_.jpg,Nandini Rai  Harshvardhan Rane  Avantika Mishra  Sushma Raj G. Neelakanta Reddy
183,312,Ishq,Aamir Khan, Ajay Devgn, Juhi Chawla, Kajol,Action, Comedy, Drama,1997,6.6,Indra Kumar,161,https://m.media-amazon.com/images/M/MV5BZDg3YWUwYzQtMWU3MS00MDYyLTg3ZGItNTJiMTQ3NDVhNmMzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Aamir Khan  Ajay Devgn  Juhi Chawla  Kajol Indra Kumar
192,316,Ishq Express,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BNzI4NjFkZTgtZTNjYi00OTQ0LWFkZDAtZDljZWU1YTQ3NzA5XkEyXkFqcGdeQXVyNjI1Njg5ODI@._V1_.jpg,unknown unknown unknown unknown unknown
193,317,Ishq Vishk,Shahid Kapoor, Amrita Rao, Shenaz Treasury, Yash Tonk,Drama, Comedy, Romance,2003,5.7,Ken Ghosh,145,https://m.media-amazon.com/images/M/MV5BOTE5ZGE2MDUtMmI2Mi00MTdkLTlmMTktOTQzOTUwYmNiNGY1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Shahid Kapoor  Amrita Rao  Shenaz Treasury  Yash Tonk Ken Ghosh
194,318,Kambakkht Ishq,Akshay Kumar, Kareena Kapoor Khan, Sylvester Stallone, Whoopi Goldberg,Comedy, Drama, Romance,2009,3.9,Sabbir Khan,142,https://m.media-amazon.com/images/M/MV5BM2JiODAyOTEtMDI5MC00YTU3LWE5YTQtNmI0YWM1NTY1ODFmXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_.jpg,Akshay Kumar  Kareena Kapoor Khan  Sylvester Stallone  Whoopi Goldberg Sabbir Khan
195,323,The Lady from Shanghai,Rita Hayworth, Orson Welles, Everett Sloane, Glenn Anders,Crime, Drama, Mystery,1947,7.4,Orson Welles,87,https://m.media-amazon.com/images/M/MV5BNWZkNTYxZjQtN2IwZi00OGExLTg3ZDEtODNjMDFkN2Y5Y2NkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,Rita Hayworth  Orson Welles  Everett Sloane  Glenn Anders Orson Welles
196,324,Aata,Siddharth, Ileana D'Cruz, Sarath Babu, Brahmanandam,Romance, Comedy, Drama,2007,3.8,V. N. Aditya,138,https://m.media-amazon.com/images/M/MV5BZTA2NGYzYjUtY2RlZC00NWZjLTkzMzAtZjc4YTljODU3MjM3XkEyXkFqcGdeQXVyMjIxNzk0MjE@._V1_.jpg,Siddharth  Ileana D'Cruz  Sarath Babu  Brahmanandam V. N. Aditya
198,325,It’s Time To Go!,Dilip Prabhavalkar, Rohini Hattangadi, Bhagyashree Limaye, Shivraj Waichal,Drama,unknown,unknown,2021,0,Ananth Narayan Mahadevan,90,,Dilip Prabhavalkar  Rohini Hattangadi  Bhagyashree Limaye  Shivraj Waichal Ananth Narayan Mahadevan
199,329,What makes Albert Pinto angry?,Manav Kaul, Nandita Das, Saurabh Shukla, Kishore Kadam,Crime, Drama,unknown,2019,4.5,Soumitra Ranade,94,https://m.media-amazon.com/images/M/MV5BMTEwYzVjMWMtZGM4MC00ZTM4LWFkYjgtMjEzN2FjZmVlM2RhXkEyXkFqcGdeQXVyOTA3NDM0MzY@._V1_.jpg,Manav Kaul  Nandita Das  Saurabh Shukla  Kishore Kadam Soumitra Ranade
200,331,Aata Pita,Bharat Jadhav, Ashwini Apte, Sanjay Narvekar, Satish Phulekar,Comedy, Drama,unknown,2010,6,Uttong Shelar,125,https://m.media-amazon.com/images/M/MV5BMjQ1MDg5MDUyNV5BMl5BanBnXkFtZTcwNzI0NjAyOQ@@._V1_.jpg,Bharat Jadhav  Ashwini Apte  Sanjay Narvekar  Satish Phulekar Uttong Shelar
201,333,Malli Malli Idhi Rani Roju,Sharwanand, Nithya Menen, Pavitra Lokesh, Pavani Gangireddy,Romance, Drama, Comedy,2015,6.8,Kranthi Madhav,139,https://m.media-amazon.com/images/M/MV5BODUwZTA5ZWQtMDJkNC00NzRhLTkxMjEtMGFlNzc5MzU1MzAxXkEyXkFqcGdeQXVyNTUzMTc1NjE@._V1_.jpg,Sharwanand  Nithya Menen  Pavitra Lokesh  Pavani Gangireddy Kranthi Madhav
202,334,Anukokunda Oka Roju,Charmy Kaur, Jagapati Babu, Shashank, Harshavardhan,Thriller, Mystery, Action,2005,5.773,Chandra Sekhar Yeleti,145,https://m.media-amazon.com/images/M/MV5BYTVjMmRjMWItM2I2Ny00Zjc1LWJjODktZjkyMmVhMGMxZDE5XkEyXkFqcGdeQXVyMzc5Nzk1NDY@._V1_.jpg,Charmy Kaur  Jagapati Babu  Shashank  Harshavardhan Chandra Sekhar Yeleti
203,336,Bhale Manchi Roju,Sudheer Babu, Wamiqa Gabbi, Dhanya Balakrishna, Chaitanya Krishna,Comedy, Drama, Crime,2015,8,Sriram Adittya,90,https://m.media-amazon.com/images/M/MV5BZWZkMTRiNDEtMzgzNi00ZjFhLTg1YTgtNjZlNGYwYjRlOTcxXkEyXkFqcGdeQXVyNTE0NDY5Njc@._V1_.jpg,Sudheer Babu  Wamiqa Gabbi  Dhanya Balakrishna  Chaitanya Krishna Sriram Adittya
204,339,Malli Pelli,Naresh, Pavitra Lokesh, Jayasudha, Sarath Babu,Family, Drama, Comedy,2023,8,Lucky Bezawada,131,https://m.media-amazon.com/images/M/MV5BZjk5MTQxYzUtZGY2Yi00OGQzLTg5NWQtNjNhYmI2YjliZjg1XkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_.jpg,Naresh  Pavitra Lokesh  Jayasudha  Sarath Babu Lucky Bezawada
205,344,Richie Gadi Pelli,S. K. Sathya, Chandana Raj, Naveen Neni, Praneeta Patnaik,Comedy, Drama,unknown,2023,0,K. S. Hemraj,114,https://m.media-amazon.com/images/M/MV5BYmE2MmIwZDEtOTg2Yy00MTQ1LWI4MzUtMzBiYTZlMTc0ZTU4XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_.jpg,S. K. Sathya  Chandana Raj  Naveen Neni  Praneeta Patnaik K. S. Hemraj
206,347,Meet the Parents,Ben Stiller, Robert De Niro, Teri Polo, Blythe Danner,Comedy, Romance, Action,2000,6.678,Jay Roach,108,https://m.media-amazon.com/images/M/MV5BMGNlMGZiMmUtZjU0NC00MWU4LWI0YTgtYzdlNGVhZGU4NWZlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,Ben Stiller  Robert De Niro  Teri Polo  Blythe Danner Jay Roach
207,352,Bamma Maata Bangaru Baata,Bhanumathi, Rajendra Prasad, Gautami Tadimalla, Nutan Prasad,Comedy, Drama,unknown,1989,7,Rajashekar,148,https://m.media-amazon.com/images/M/MV5BMDFmZjkyODUtYTdjNC00NDc5LTllMzMtOGRmODU0N2EyMGM3XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg,Bhanumathi  Rajendra Prasad  Gautami Tadimalla  Nutan Prasad Rajashekar
208,354,Avengers: Endgame,Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth,Adventure, Sci-Fi, Action,2019,8.257,Anthony Russo,181,https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_.jpg,Robert Downey Jr.  Chris Evans  Mark Ruffalo  Chris Hemsworth Anthony Russo
209,355,The Avengers,Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth,Sci-Fi, Action, Adventure,2012,7.713,Brian Relyea,143,https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Robert Downey Jr.  Chris Evans  Mark Ruffalo  Chris Hemsworth Brian Relyea
211,356,Avengers: Infinity War,Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans,Adventure, Action, Sci-Fi,2018,8.251,Alexander Witt,149,https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_.jpg,Robert Downey Jr.  Chris Hemsworth  Mark Ruffalo  Chris Evans Alexander Witt
212,357,Avengers: Age of Ultron,Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans,Action, Adventure, Sci-Fi,2015,7.273,Paula Casarin,141,https://m.media-amazon.com/images/M/MV5BMTM4OGJmNWMtOTM4Ni00NTE3LTg3MDItZmQxYjc4N2JhNmUxXkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_.jpg,Robert Downey Jr.  Chris Hemsworth  Mark Ruffalo  Chris Evans Paula Casarin
215,359,Avengers Assemble,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BMTY0NTUyMDQwOV5BMl5BanBnXkFtZTgwNjAwMTA0MDE@._V1_.jpg,unknown unknown unknown unknown unknown
216,360,The Batman,Robert Pattinson, Zoë Kravitz, Paul Dano, Jeffrey Wright,Crime, Mystery, Thriller,2022,7.694,Emily Thomas,177,https://m.media-amazon.com/images/M/MV5BM2MyNTAwZGEtNTAxNC00ODVjLTgzZjUtYmU0YjAzNmQyZDEwXkEyXkFqcGdeQXVyNDc2NTg3NzA@._V1_.jpg,Robert Pattinson  Zoë Kravitz  Paul Dano  Jeffrey Wright Emily Thomas
217,361,Batman,Michael Keaton, Jack Nicholson, Kim Basinger, Michael Gough,Fantasy, Action, Crime,1989,7.227,Tim Burton,126,https://m.media-amazon.com/images/M/MV5BZWQ0OTQ3ODctMmE0MS00ODc2LTg0ZTEtZWIwNTUxOGExZTQ4XkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_.jpg,Michael Keaton  Jack Nicholson  Kim Basinger  Michael Gough Tim Burton
219,362,Batman Begins,Christian Bale, Liam Neeson, Katie Holmes, Michael Caine,Action, Crime, Drama,2005,7.704,Christopher Nolan,140,https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Christian Bale  Liam Neeson  Katie Holmes  Michael Caine Christopher Nolan
222,364,Batman & Robin,George Clooney, Arnold Schwarzenegger, Chris O'Donnell, Uma Thurman,Sci-Fi, Action, Fantasy,1997,4.3,William M. Elvin,125,https://m.media-amazon.com/images/M/MV5BMGQ5YTM1NmMtYmIxYy00N2VmLWJhZTYtN2EwYTY3MWFhOTczXkEyXkFqcGdeQXVyNTA2NTI0MTY@._V1_.jpg,George Clooney  Arnold Schwarzenegger  Chris O'Donnell  Uma Thurman William M. Elvin
223,365,Batman Returns,Michael Keaton, Danny DeVito, Michelle Pfeiffer, Christopher Walken,Action, Fantasy, Superhero,1992,6.921,Tim Burton,126,https://m.media-amazon.com/images/M/MV5BOGZmYzVkMmItM2NiOS00MDI3LWI4ZWQtMTg0YWZkODRkMmViXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_.jpg,Michael Keaton  Danny DeVito  Michelle Pfeiffer  Christopher Walken Tim Burton
224,366,Batman The Animated Series,Kevin Conroy, Loren Lester, Efrem Zimbalist Jr.,unknown,Animation, Action, Adventure,1992,8.16667,unknown,90,https://m.media-amazon.com/images/M/MV5BZmVkNDc3YjQtZDMzOS00MTNjLTljNzUtZDhjYWQxMmVlNjE5XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_.jpg,Kevin Conroy  Loren Lester  Efrem Zimbalist Jr. unknown unknown
225,367,Batman Forever,Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman,Action, Crime, Fantasy,1995,5.415,William M. Elvin,121,https://m.media-amazon.com/images/M/MV5BNDdjYmFiYWEtYzBhZS00YTZkLWFlODgtY2I5MDE0NzZmMDljXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Val Kilmer  Tommy Lee Jones  Jim Carrey  Nicole Kidman William M. Elvin
226,368,Pyaar Ka Punchnama,Kartik Aaryan, Raayo S. Bakhirta, Divyendu Sharma, Nushrratt Bharuccha,Drama, Comedy, Romance,2011,6.822,Luv Ranjan,149,https://m.media-amazon.com/images/M/MV5BNDI4MmJkM2ItYjZjMC00MzYxLWIwZWEtYzE5YWZhYmExM2I5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Kartik Aaryan  Raayo S. Bakhirta  Divyendu Sharma  Nushrratt Bharuccha Luv Ranjan
227,374,Thoda Pyaar Thoda Magic,Rani Mukerji, Saif Ali Khan, Ameesha Patel, Rishi Kapoor,Drama, Comedy, Family,2008,5,Kunal Kohli,145,https://m.media-amazon.com/images/M/MV5BZDgzOTgyM2EtY2YwMC00ZjEyLWI1ZjMtZWZhOGM5ZDk5ZDQzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Rani Mukerji  Saif Ali Khan  Ameesha Patel  Rishi Kapoor Kunal Kohli
228,375,De De Pyaar De,Ajay Devgn, Tabu, Rakul Preet Singh, Jimmy Shergill,Romance, Comedy, Drama,2019,6,Akiv Ali,135,https://m.media-amazon.com/images/M/MV5BOTRiYzExNWItNDk4ZS00Y2RiLTgwNmUtODI5N2FmOGM5NzM3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Ajay Devgn  Tabu  Rakul Preet Singh  Jimmy Shergill Akiv Ali
229,376,Tu Jhoothi Main Makkaar,Ranbir Kapoor, Shraddha Kapoor, Dimple Kapadia, Boney Kapoor,Comedy, Romance,unknown,2023,1,Luv Ranjan,90,https://m.media-amazon.com/images/M/MV5BNmZmYWFiYzAtY2RhMC00MDRiLWI1M2YtNzRkZGNmYTIwZDI4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Ranbir Kapoor  Shraddha Kapoor  Dimple Kapadia  Boney Kapoor Luv Ranjan
230,377,Brahmāstra Part One: Shiva,Ranbir Kapoor, Alia Bhatt, Mouni Roy, Amitabh Bachchan,Fantasy, Action, Adventure,2022,6.443,Ayan Mukerji,168,https://m.media-amazon.com/images/M/MV5BMDEyNjA0MWItY2IxMi00YTZjLTkxOGItNWIwOGQ2OTZmNTg2XkEyXkFqcGdeQXVyMTYyNjAzOTUx._V1_FMjpg_UX1000_.jpg,Ranbir Kapoor  Alia Bhatt  Mouni Roy  Amitabh Bachchan Ayan Mukerji
231,381,Animal,Ranbir Kapoor, Rashmika Mandanna, Anil Kapoor, Bobby Deol,Action, Crime, Drama,2023,6.543,Sandeep Reddy Vanga,201,https://m.media-amazon.com/images/M/MV5BNGViM2M4NmUtMmNkNy00MTQ5LTk5MDYtNmNhODAzODkwOTJlXkEyXkFqcGdeQXVyMTY1NDY4NTIw._V1_.jpg,Ranbir Kapoor  Rashmika Mandanna  Anil Kapoor  Bobby Deol Sandeep Reddy Vanga
232,382,Animal Control,Joel McHale, Fiona Gubelmann, Vella Lovell, Grace Palmer,Action, Comedy,unknown,2023,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BMzRkZmNlNDAtNDgxZS00NWZhLTk1NDUtZTkyYmQ5MjAxNjI2XkEyXkFqcGdeQXVyNzI4MDQ4MDM@._V1_.jpg,Joel McHale  Fiona Gubelmann  Vella Lovell  Grace Palmer unknown
233,383,Animal Kingdom,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BMmMxMmRiODItYTg5NS00ZWU0LTlhMmYtNDQ1NjFlNGZmYjNiXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_.jpg,unknown unknown unknown unknown unknown
235,384,The Animal Kingdom,Romain Duris, Paul Kircher, Adèle Exarchopoulos, Tom Mercier,Sci-Fi, Adventure, Drama,2023,7.078,Mahaut Pellerin,127,https://m.media-amazon.com/images/M/MV5BZjQ4NWE2YTctYTUyZC00MWIyLWFmODAtOTIyZmUwNjAxZDAxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,Romain Duris  Paul Kircher  Adèle Exarchopoulos  Tom Mercier Mahaut Pellerin
236,385,Animal House,John Belushi, Tim Matheson, John Vernon, Verna Bloom,Comedy, Action,unknown,1978,6.996,Clifford C. Coleman,109,"https://m.media-amazon.com/images/I/611TC0MF80L._AC_UF894,1000_QL80_.jpg",John Belushi  Tim Matheson  John Vernon  Verna Bloom Clifford C. Coleman
239,387,The Animal,Rob Schneider, Colleen Haskell, John C. McGinley, Ed Asner,Comedy, Action, Sci-Fi,2001,5.143,Jeff Gourson,84,https://m.media-amazon.com/images/M/MV5BNTFkOGY2ZmItMjllOS00NDgxLTg1OTItMDU5NjhjYTBjMzdkXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,Rob Schneider  Colleen Haskell  John C. McGinley  Ed Asner Jeff Gourson
